,authorB,authorA,time
351,231.0,40.0,1111157788.0
352,9.0,40.0,1111157788.0
353,207.0,40.0,1111157788.0
354,541.0,40.0,1111157788.0
355,510.0,40.0,1111157788.0
356,546.0,9.0,1111157788.0
357,231.0,9.0,1111157788.0
358,40.0,9.0,1111157788.0
359,207.0,9.0,1111157788.0
360,541.0,9.0,1111157788.0
361,510.0,9.0,1111157788.0
362,546.0,207.0,1111157788.0
363,231.0,207.0,1111157788.0
364,40.0,207.0,1111157788.0
365,9.0,207.0,1111157788.0
366,541.0,207.0,1111157788.0
367,510.0,207.0,1111157788.0
368,546.0,541.0,1111157788.0
369,231.0,541.0,1111157788.0
370,40.0,541.0,1111157788.0
371,9.0,541.0,1111157788.0
372,207.0,541.0,1111157788.0
373,510.0,541.0,1111157788.0
374,546.0,510.0,1111157788.0
375,231.0,510.0,1111157788.0
376,40.0,510.0,1111157788.0
377,9.0,510.0,1111157788.0
378,207.0,510.0,1111157788.0
379,541.0,510.0,1111157788.0
380,3.0,610.0,1111014325.0
381,198.0,610.0,1111014325.0
382,39.0,610.0,1111014325.0
383,40.0,610.0,1111014325.0
384,9.0,610.0,1111014325.0
385,7.0,610.0,1111014325.0
386,231.0,610.0,1111014325.0
387,427.0,610.0,1111014325.0
388,77.0,610.0,1111014325.0
389,552.0,610.0,1111014325.0
390,207.0,610.0,1111014325.0
391,610.0,3.0,1111014325.0
392,198.0,3.0,1111014325.0
393,39.0,3.0,1111014325.0
394,40.0,3.0,1111014325.0
395,9.0,3.0,1111014325.0
396,7.0,3.0,1111014325.0
397,231.0,3.0,1111014325.0
398,427.0,3.0,1111014325.0
399,77.0,3.0,1111014325.0
400,552.0,3.0,1111014325.0
401,207.0,3.0,1111014325.0
402,610.0,198.0,1111014325.0
403,3.0,198.0,1111014325.0
404,39.0,198.0,1111014325.0
405,40.0,198.0,1111014325.0
406,9.0,198.0,1111014325.0
407,7.0,198.0,1111014325.0
408,231.0,198.0,1111014325.0
409,427.0,198.0,1111014325.0
410,77.0,198.0,1111014325.0
411,552.0,198.0,1111014325.0
412,207.0,198.0,1111014325.0
413,610.0,39.0,1111014325.0
414,3.0,39.0,1111014325.0
415,198.0,39.0,1111014325.0
416,40.0,39.0,1111014325.0
417,9.0,39.0,1111014325.0
418,7.0,39.0,1111014325.0
419,231.0,39.0,1111014325.0
420,427.0,39.0,1111014325.0
421,77.0,39.0,1111014325.0
422,552.0,39.0,1111014325.0
423,207.0,39.0,1111014325.0
424,610.0,40.0,1111014325.0
425,3.0,40.0,1111014325.0
426,198.0,40.0,1111014325.0
427,39.0,40.0,1111014325.0
428,9.0,40.0,1111014325.0
429,7.0,40.0,1111014325.0
430,231.0,40.0,1111014325.0
431,427.0,40.0,1111014325.0
432,77.0,40.0,1111014325.0
433,552.0,40.0,1111014325.0
434,207.0,40.0,1111014325.0
435,610.0,9.0,1111014325.0
436,3.0,9.0,1111014325.0
437,198.0,9.0,1111014325.0
438,39.0,9.0,1111014325.0
439,40.0,9.0,1111014325.0
440,7.0,9.0,1111014325.0
441,231.0,9.0,1111014325.0
442,427.0,9.0,1111014325.0
443,77.0,9.0,1111014325.0
444,552.0,9.0,1111014325.0
445,207.0,9.0,1111014325.0
446,610.0,7.0,1111014325.0
447,3.0,7.0,1111014325.0
448,198.0,7.0,1111014325.0
449,39.0,7.0,1111014325.0
450,40.0,7.0,1111014325.0
451,9.0,7.0,1111014325.0
452,231.0,7.0,1111014325.0
453,427.0,7.0,1111014325.0
454,77.0,7.0,1111014325.0
455,552.0,7.0,1111014325.0
456,207.0,7.0,1111014325.0
457,610.0,231.0,1111014325.0
458,3.0,231.0,1111014325.0
459,198.0,231.0,1111014325.0
460,39.0,231.0,1111014325.0
461,40.0,231.0,1111014325.0
462,9.0,231.0,1111014325.0
463,7.0,231.0,1111014325.0
464,427.0,231.0,1111014325.0
465,77.0,231.0,1111014325.0
466,552.0,231.0,1111014325.0
467,207.0,231.0,1111014325.0
468,610.0,427.0,1111014325.0
469,3.0,427.0,1111014325.0
470,198.0,427.0,1111014325.0
471,39.0,427.0,1111014325.0
472,40.0,427.0,1111014325.0
473,9.0,427.0,1111014325.0
474,7.0,427.0,1111014325.0
475,231.0,427.0,1111014325.0
476,77.0,427.0,1111014325.0
477,552.0,427.0,1111014325.0
478,207.0,427.0,1111014325.0
479,610.0,77.0,1111014325.0
480,3.0,77.0,1111014325.0
481,198.0,77.0,1111014325.0
482,39.0,77.0,1111014325.0
483,40.0,77.0,1111014325.0
484,9.0,77.0,1111014325.0
485,7.0,77.0,1111014325.0
486,231.0,77.0,1111014325.0
487,427.0,77.0,1111014325.0
488,552.0,77.0,1111014325.0
489,207.0,77.0,1111014325.0
490,610.0,552.0,1111014325.0
491,3.0,552.0,1111014325.0
492,198.0,552.0,1111014325.0
493,39.0,552.0,1111014325.0
494,40.0,552.0,1111014325.0
495,9.0,552.0,1111014325.0
496,7.0,552.0,1111014325.0
497,231.0,552.0,1111014325.0
498,427.0,552.0,1111014325.0
499,77.0,552.0,1111014325.0
500,207.0,552.0,1111014325.0
501,610.0,207.0,1111014325.0
502,3.0,207.0,1111014325.0
503,198.0,207.0,1111014325.0
504,39.0,207.0,1111014325.0
505,40.0,207.0,1111014325.0
506,9.0,207.0,1111014325.0
507,7.0,207.0,1111014325.0
508,231.0,207.0,1111014325.0
509,427.0,207.0,1111014325.0
510,77.0,207.0,1111014325.0
511,552.0,207.0,1111014325.0
512,231.0,40.0,1111064519.0
513,207.0,40.0,1111064519.0
514,40.0,231.0,1111064519.0
515,207.0,231.0,1111064519.0
516,40.0,207.0,1111064519.0
517,231.0,207.0,1111064519.0
518,546.0,33.0,1111146819.0
519,231.0,33.0,1111146819.0
520,40.0,33.0,1111146819.0
521,557.0,33.0,1111146819.0
522,77.0,33.0,1111146819.0
523,207.0,33.0,1111146819.0
524,51.0,33.0,1111146819.0
525,444.0,33.0,1111146819.0
526,510.0,33.0,1111146819.0
527,33.0,546.0,1111146819.0
528,231.0,546.0,1111146819.0
529,40.0,546.0,1111146819.0
530,557.0,546.0,1111146819.0
531,77.0,546.0,1111146819.0
532,207.0,546.0,1111146819.0
533,51.0,546.0,1111146819.0
534,444.0,546.0,1111146819.0
535,510.0,546.0,1111146819.0
536,33.0,231.0,1111146819.0
537,546.0,231.0,1111146819.0
538,40.0,231.0,1111146819.0
539,557.0,231.0,1111146819.0
540,77.0,231.0,1111146819.0
541,207.0,231.0,1111146819.0
542,51.0,231.0,1111146819.0
543,444.0,231.0,1111146819.0
544,510.0,231.0,1111146819.0
545,33.0,40.0,1111146819.0
546,546.0,40.0,1111146819.0
547,231.0,40.0,1111146819.0
548,557.0,40.0,1111146819.0
549,77.0,40.0,1111146819.0
550,207.0,40.0,1111146819.0
551,51.0,40.0,1111146819.0
552,444.0,40.0,1111146819.0
553,510.0,40.0,1111146819.0
554,33.0,557.0,1111146819.0
555,546.0,557.0,1111146819.0
556,231.0,557.0,1111146819.0
557,40.0,557.0,1111146819.0
558,77.0,557.0,1111146819.0
559,207.0,557.0,1111146819.0
560,51.0,557.0,1111146819.0
561,444.0,557.0,1111146819.0
562,510.0,557.0,1111146819.0
563,33.0,77.0,1111146819.0
564,546.0,77.0,1111146819.0
565,231.0,77.0,1111146819.0
566,40.0,77.0,1111146819.0
567,557.0,77.0,1111146819.0
568,207.0,77.0,1111146819.0
569,51.0,77.0,1111146819.0
570,444.0,77.0,1111146819.0
571,510.0,77.0,1111146819.0
572,33.0,207.0,1111146819.0
573,546.0,207.0,1111146819.0
574,231.0,207.0,1111146819.0
575,40.0,207.0,1111146819.0
576,557.0,207.0,1111146819.0
577,77.0,207.0,1111146819.0
578,51.0,207.0,1111146819.0
579,444.0,207.0,1111146819.0
580,510.0,207.0,1111146819.0
581,33.0,51.0,1111146819.0
582,546.0,51.0,1111146819.0
583,231.0,51.0,1111146819.0
584,40.0,51.0,1111146819.0
585,557.0,51.0,1111146819.0
586,77.0,51.0,1111146819.0
587,207.0,51.0,1111146819.0
588,444.0,51.0,1111146819.0
589,510.0,51.0,1111146819.0
590,33.0,444.0,1111146819.0
591,546.0,444.0,1111146819.0
592,231.0,444.0,1111146819.0
593,40.0,444.0,1111146819.0
594,557.0,444.0,1111146819.0
595,77.0,444.0,1111146819.0
596,207.0,444.0,1111146819.0
597,51.0,444.0,1111146819.0
598,510.0,444.0,1111146819.0
599,33.0,510.0,1111146819.0
600,546.0,510.0,1111146819.0
601,231.0,510.0,1111146819.0
602,40.0,510.0,1111146819.0
603,557.0,510.0,1111146819.0
604,77.0,510.0,1111146819.0
605,207.0,510.0,1111146819.0
606,51.0,510.0,1111146819.0
607,444.0,510.0,1111146819.0
608,7.0,546.0,1111682156.0
609,557.0,546.0,1111682156.0
610,109.0,546.0,1111682156.0
611,207.0,546.0,1111682156.0
612,559.0,546.0,1111682156.0
613,493.0,546.0,1111682156.0
614,561.0,546.0,1111682156.0
615,510.0,546.0,1111682156.0
616,546.0,7.0,1111682156.0
617,557.0,7.0,1111682156.0
618,109.0,7.0,1111682156.0
619,207.0,7.0,1111682156.0
620,559.0,7.0,1111682156.0
621,493.0,7.0,1111682156.0
622,561.0,7.0,1111682156.0
623,510.0,7.0,1111682156.0
624,546.0,557.0,1111682156.0
625,7.0,557.0,1111682156.0
626,109.0,557.0,1111682156.0
627,207.0,557.0,1111682156.0
628,559.0,557.0,1111682156.0
629,493.0,557.0,1111682156.0
630,561.0,557.0,1111682156.0
631,510.0,557.0,1111682156.0
632,546.0,109.0,1111682156.0
633,7.0,109.0,1111682156.0
634,557.0,109.0,1111682156.0
635,207.0,109.0,1111682156.0
636,559.0,109.0,1111682156.0
637,493.0,109.0,1111682156.0
638,561.0,109.0,1111682156.0
639,510.0,109.0,1111682156.0
640,546.0,207.0,1111682156.0
641,7.0,207.0,1111682156.0
642,557.0,207.0,1111682156.0
643,109.0,207.0,1111682156.0
644,559.0,207.0,1111682156.0
645,493.0,207.0,1111682156.0
646,561.0,207.0,1111682156.0
647,510.0,207.0,1111682156.0
648,546.0,559.0,1111682156.0
649,7.0,559.0,1111682156.0
650,557.0,559.0,1111682156.0
651,109.0,559.0,1111682156.0
652,207.0,559.0,1111682156.0
653,493.0,559.0,1111682156.0
654,561.0,559.0,1111682156.0
655,510.0,559.0,1111682156.0
656,546.0,493.0,1111682156.0
657,7.0,493.0,1111682156.0
658,557.0,493.0,1111682156.0
659,109.0,493.0,1111682156.0
660,207.0,493.0,1111682156.0
661,559.0,493.0,1111682156.0
662,561.0,493.0,1111682156.0
663,510.0,493.0,1111682156.0
664,546.0,561.0,1111682156.0
665,7.0,561.0,1111682156.0
666,557.0,561.0,1111682156.0
667,109.0,561.0,1111682156.0
668,207.0,561.0,1111682156.0
669,559.0,561.0,1111682156.0
670,493.0,561.0,1111682156.0
671,510.0,561.0,1111682156.0
672,546.0,510.0,1111682156.0
673,7.0,510.0,1111682156.0
674,557.0,510.0,1111682156.0
675,109.0,510.0,1111682156.0
676,207.0,510.0,1111682156.0
677,559.0,510.0,1111682156.0
678,493.0,510.0,1111682156.0
679,561.0,510.0,1111682156.0
680,33.0,0.0,1111014548.0
681,546.0,0.0,1111014548.0
682,3.0,0.0,1111014548.0
683,610.0,0.0,1111014548.0
684,166.0,0.0,1111014548.0
685,231.0,0.0,1111014548.0
686,40.0,0.0,1111014548.0
687,7.0,0.0,1111014548.0
688,394.0,0.0,1111014548.0
689,77.0,0.0,1111014548.0
690,110.0,0.0,1111014548.0
691,111.0,0.0,1111014548.0
692,207.0,0.0,1111014548.0
693,51.0,0.0,1111014548.0
694,507.0,0.0,1111014548.0
695,444.0,0.0,1111014548.0
696,31.0,0.0,1111014548.0
697,0.0,33.0,1111014548.0
698,546.0,33.0,1111014548.0
699,3.0,33.0,1111014548.0
700,610.0,33.0,1111014548.0
701,166.0,33.0,1111014548.0
702,231.0,33.0,1111014548.0
703,40.0,33.0,1111014548.0
704,7.0,33.0,1111014548.0
705,394.0,33.0,1111014548.0
706,77.0,33.0,1111014548.0
707,110.0,33.0,1111014548.0
708,111.0,33.0,1111014548.0
709,207.0,33.0,1111014548.0
710,51.0,33.0,1111014548.0
711,507.0,33.0,1111014548.0
712,444.0,33.0,1111014548.0
713,31.0,33.0,1111014548.0
714,0.0,546.0,1111014548.0
715,33.0,546.0,1111014548.0
716,3.0,546.0,1111014548.0
717,610.0,546.0,1111014548.0
718,166.0,546.0,1111014548.0
719,231.0,546.0,1111014548.0
720,40.0,546.0,1111014548.0
721,7.0,546.0,1111014548.0
722,394.0,546.0,1111014548.0
723,77.0,546.0,1111014548.0
724,110.0,546.0,1111014548.0
725,111.0,546.0,1111014548.0
726,207.0,546.0,1111014548.0
727,51.0,546.0,1111014548.0
728,507.0,546.0,1111014548.0
729,444.0,546.0,1111014548.0
730,31.0,546.0,1111014548.0
731,0.0,3.0,1111014548.0
732,33.0,3.0,1111014548.0
733,546.0,3.0,1111014548.0
734,610.0,3.0,1111014548.0
735,166.0,3.0,1111014548.0
736,231.0,3.0,1111014548.0
737,40.0,3.0,1111014548.0
738,7.0,3.0,1111014548.0
739,394.0,3.0,1111014548.0
740,77.0,3.0,1111014548.0
741,110.0,3.0,1111014548.0
742,111.0,3.0,1111014548.0
743,207.0,3.0,1111014548.0
744,51.0,3.0,1111014548.0
745,507.0,3.0,1111014548.0
746,444.0,3.0,1111014548.0
747,31.0,3.0,1111014548.0
748,0.0,610.0,1111014548.0
749,33.0,610.0,1111014548.0
750,546.0,610.0,1111014548.0
751,3.0,610.0,1111014548.0
752,166.0,610.0,1111014548.0
753,231.0,610.0,1111014548.0
754,40.0,610.0,1111014548.0
755,7.0,610.0,1111014548.0
756,394.0,610.0,1111014548.0
757,77.0,610.0,1111014548.0
758,110.0,610.0,1111014548.0
759,111.0,610.0,1111014548.0
760,207.0,610.0,1111014548.0
761,51.0,610.0,1111014548.0
762,507.0,610.0,1111014548.0
763,444.0,610.0,1111014548.0
764,31.0,610.0,1111014548.0
765,0.0,166.0,1111014548.0
766,33.0,166.0,1111014548.0
767,546.0,166.0,1111014548.0
768,3.0,166.0,1111014548.0
769,610.0,166.0,1111014548.0
770,231.0,166.0,1111014548.0
771,40.0,166.0,1111014548.0
772,7.0,166.0,1111014548.0
773,394.0,166.0,1111014548.0
774,77.0,166.0,1111014548.0
775,110.0,166.0,1111014548.0
776,111.0,166.0,1111014548.0
777,207.0,166.0,1111014548.0
778,51.0,166.0,1111014548.0
779,507.0,166.0,1111014548.0
780,444.0,166.0,1111014548.0
781,31.0,166.0,1111014548.0
782,0.0,231.0,1111014548.0
783,33.0,231.0,1111014548.0
784,546.0,231.0,1111014548.0
785,3.0,231.0,1111014548.0
786,610.0,231.0,1111014548.0
787,166.0,231.0,1111014548.0
788,40.0,231.0,1111014548.0
789,7.0,231.0,1111014548.0
790,394.0,231.0,1111014548.0
791,77.0,231.0,1111014548.0
792,110.0,231.0,1111014548.0
793,111.0,231.0,1111014548.0
794,207.0,231.0,1111014548.0
795,51.0,231.0,1111014548.0
796,507.0,231.0,1111014548.0
797,444.0,231.0,1111014548.0
798,31.0,231.0,1111014548.0
799,0.0,40.0,1111014548.0
800,33.0,40.0,1111014548.0
801,546.0,40.0,1111014548.0
802,3.0,40.0,1111014548.0
803,610.0,40.0,1111014548.0
804,166.0,40.0,1111014548.0
805,231.0,40.0,1111014548.0
806,7.0,40.0,1111014548.0
807,394.0,40.0,1111014548.0
808,77.0,40.0,1111014548.0
809,110.0,40.0,1111014548.0
810,111.0,40.0,1111014548.0
811,207.0,40.0,1111014548.0
812,51.0,40.0,1111014548.0
813,507.0,40.0,1111014548.0
814,444.0,40.0,1111014548.0
815,31.0,40.0,1111014548.0
816,0.0,7.0,1111014548.0
817,33.0,7.0,1111014548.0
818,546.0,7.0,1111014548.0
819,3.0,7.0,1111014548.0
