,authorB,authorA,time
820,610.0,7.0,1111014548.0
821,166.0,7.0,1111014548.0
822,231.0,7.0,1111014548.0
823,40.0,7.0,1111014548.0
824,394.0,7.0,1111014548.0
825,77.0,7.0,1111014548.0
826,110.0,7.0,1111014548.0
827,111.0,7.0,1111014548.0
828,207.0,7.0,1111014548.0
829,51.0,7.0,1111014548.0
830,507.0,7.0,1111014548.0
831,444.0,7.0,1111014548.0
832,31.0,7.0,1111014548.0
833,0.0,394.0,1111014548.0
834,33.0,394.0,1111014548.0
835,546.0,394.0,1111014548.0
836,3.0,394.0,1111014548.0
837,610.0,394.0,1111014548.0
838,166.0,394.0,1111014548.0
839,231.0,394.0,1111014548.0
840,40.0,394.0,1111014548.0
841,7.0,394.0,1111014548.0
842,77.0,394.0,1111014548.0
843,110.0,394.0,1111014548.0
844,111.0,394.0,1111014548.0
845,207.0,394.0,1111014548.0
846,51.0,394.0,1111014548.0
847,507.0,394.0,1111014548.0
848,444.0,394.0,1111014548.0
849,31.0,394.0,1111014548.0
850,0.0,77.0,1111014548.0
851,33.0,77.0,1111014548.0
852,546.0,77.0,1111014548.0
853,3.0,77.0,1111014548.0
854,610.0,77.0,1111014548.0
855,166.0,77.0,1111014548.0
856,231.0,77.0,1111014548.0
857,40.0,77.0,1111014548.0
858,7.0,77.0,1111014548.0
859,394.0,77.0,1111014548.0
860,110.0,77.0,1111014548.0
861,111.0,77.0,1111014548.0
862,207.0,77.0,1111014548.0
863,51.0,77.0,1111014548.0
864,507.0,77.0,1111014548.0
865,444.0,77.0,1111014548.0
866,31.0,77.0,1111014548.0
867,0.0,110.0,1111014548.0
868,33.0,110.0,1111014548.0
869,546.0,110.0,1111014548.0
870,3.0,110.0,1111014548.0
871,610.0,110.0,1111014548.0
872,166.0,110.0,1111014548.0
873,231.0,110.0,1111014548.0
874,40.0,110.0,1111014548.0
875,7.0,110.0,1111014548.0
876,394.0,110.0,1111014548.0
877,77.0,110.0,1111014548.0
878,111.0,110.0,1111014548.0
879,207.0,110.0,1111014548.0
880,51.0,110.0,1111014548.0
881,507.0,110.0,1111014548.0
882,444.0,110.0,1111014548.0
883,31.0,110.0,1111014548.0
884,0.0,111.0,1111014548.0
885,33.0,111.0,1111014548.0
886,546.0,111.0,1111014548.0
887,3.0,111.0,1111014548.0
888,610.0,111.0,1111014548.0
889,166.0,111.0,1111014548.0
890,231.0,111.0,1111014548.0
891,40.0,111.0,1111014548.0
892,7.0,111.0,1111014548.0
893,394.0,111.0,1111014548.0
894,77.0,111.0,1111014548.0
895,110.0,111.0,1111014548.0
896,207.0,111.0,1111014548.0
897,51.0,111.0,1111014548.0
898,507.0,111.0,1111014548.0
899,444.0,111.0,1111014548.0
900,31.0,111.0,1111014548.0
901,0.0,207.0,1111014548.0
902,33.0,207.0,1111014548.0
903,546.0,207.0,1111014548.0
904,3.0,207.0,1111014548.0
905,610.0,207.0,1111014548.0
906,166.0,207.0,1111014548.0
907,231.0,207.0,1111014548.0
908,40.0,207.0,1111014548.0
909,7.0,207.0,1111014548.0
910,394.0,207.0,1111014548.0
911,77.0,207.0,1111014548.0
912,110.0,207.0,1111014548.0
913,111.0,207.0,1111014548.0
914,51.0,207.0,1111014548.0
915,507.0,207.0,1111014548.0
916,444.0,207.0,1111014548.0
917,31.0,207.0,1111014548.0
918,0.0,51.0,1111014548.0
919,33.0,51.0,1111014548.0
920,546.0,51.0,1111014548.0
921,3.0,51.0,1111014548.0
922,610.0,51.0,1111014548.0
923,166.0,51.0,1111014548.0
924,231.0,51.0,1111014548.0
925,40.0,51.0,1111014548.0
926,7.0,51.0,1111014548.0
927,394.0,51.0,1111014548.0
928,77.0,51.0,1111014548.0
929,110.0,51.0,1111014548.0
930,111.0,51.0,1111014548.0
931,207.0,51.0,1111014548.0
932,507.0,51.0,1111014548.0
933,444.0,51.0,1111014548.0
934,31.0,51.0,1111014548.0
935,0.0,507.0,1111014548.0
936,33.0,507.0,1111014548.0
937,546.0,507.0,1111014548.0
938,3.0,507.0,1111014548.0
939,610.0,507.0,1111014548.0
940,166.0,507.0,1111014548.0
941,231.0,507.0,1111014548.0
942,40.0,507.0,1111014548.0
943,7.0,507.0,1111014548.0
944,394.0,507.0,1111014548.0
945,77.0,507.0,1111014548.0
946,110.0,507.0,1111014548.0
947,111.0,507.0,1111014548.0
948,207.0,507.0,1111014548.0
949,51.0,507.0,1111014548.0
950,444.0,507.0,1111014548.0
951,31.0,507.0,1111014548.0
952,0.0,444.0,1111014548.0
953,33.0,444.0,1111014548.0
954,546.0,444.0,1111014548.0
955,3.0,444.0,1111014548.0
956,610.0,444.0,1111014548.0
957,166.0,444.0,1111014548.0
958,231.0,444.0,1111014548.0
959,40.0,444.0,1111014548.0
960,7.0,444.0,1111014548.0
961,394.0,444.0,1111014548.0
962,77.0,444.0,1111014548.0
963,110.0,444.0,1111014548.0
964,111.0,444.0,1111014548.0
965,207.0,444.0,1111014548.0
966,51.0,444.0,1111014548.0
967,507.0,444.0,1111014548.0
968,31.0,444.0,1111014548.0
969,0.0,31.0,1111014548.0
970,33.0,31.0,1111014548.0
971,546.0,31.0,1111014548.0
972,3.0,31.0,1111014548.0
973,610.0,31.0,1111014548.0
974,166.0,31.0,1111014548.0
975,231.0,31.0,1111014548.0
976,40.0,31.0,1111014548.0
977,7.0,31.0,1111014548.0
978,394.0,31.0,1111014548.0
979,77.0,31.0,1111014548.0
980,110.0,31.0,1111014548.0
981,111.0,31.0,1111014548.0
982,207.0,31.0,1111014548.0
983,51.0,31.0,1111014548.0
984,507.0,31.0,1111014548.0
985,444.0,31.0,1111014548.0
986,207.0,40.0,1111064601.0
987,231.0,40.0,1111064601.0
988,40.0,207.0,1111064601.0
989,231.0,207.0,1111064601.0
990,40.0,231.0,1111064601.0
991,207.0,231.0,1111064601.0
992,552.0,68.0,1111016749.0
993,587.0,68.0,1111016749.0
994,207.0,68.0,1111016749.0
995,463.0,68.0,1111016749.0
996,510.0,68.0,1111016749.0
997,31.0,68.0,1111016749.0
998,68.0,552.0,1111016749.0
999,587.0,552.0,1111016749.0
1000,207.0,552.0,1111016749.0
1001,463.0,552.0,1111016749.0
1002,510.0,552.0,1111016749.0
1003,31.0,552.0,1111016749.0
1004,68.0,587.0,1111016749.0
1005,552.0,587.0,1111016749.0
1006,207.0,587.0,1111016749.0
1007,463.0,587.0,1111016749.0
1008,510.0,587.0,1111016749.0
1009,31.0,587.0,1111016749.0
1010,68.0,207.0,1111016749.0
1011,552.0,207.0,1111016749.0
1012,587.0,207.0,1111016749.0
1013,463.0,207.0,1111016749.0
1014,510.0,207.0,1111016749.0
1015,31.0,207.0,1111016749.0
1016,68.0,463.0,1111016749.0
1017,552.0,463.0,1111016749.0
1018,587.0,463.0,1111016749.0
1019,207.0,463.0,1111016749.0
1020,510.0,463.0,1111016749.0
1021,31.0,463.0,1111016749.0
1022,68.0,510.0,1111016749.0
1023,552.0,510.0,1111016749.0
1024,587.0,510.0,1111016749.0
1025,207.0,510.0,1111016749.0
1026,463.0,510.0,1111016749.0
1027,31.0,510.0,1111016749.0
1028,68.0,31.0,1111016749.0
1029,552.0,31.0,1111016749.0
1030,587.0,31.0,1111016749.0
1031,207.0,31.0,1111016749.0
1032,463.0,31.0,1111016749.0
1033,510.0,31.0,1111016749.0
1034,552.0,40.0,1111081318.0
1035,195.0,40.0,1111081318.0
1036,427.0,40.0,1111081318.0
1037,39.0,40.0,1111081318.0
1038,40.0,552.0,1111081318.0
1039,195.0,552.0,1111081318.0
1040,427.0,552.0,1111081318.0
1041,39.0,552.0,1111081318.0
1042,40.0,195.0,1111081318.0
1043,552.0,195.0,1111081318.0
1044,427.0,195.0,1111081318.0
1045,39.0,195.0,1111081318.0
1046,40.0,427.0,1111081318.0
1047,552.0,427.0,1111081318.0
1048,195.0,427.0,1111081318.0
1049,39.0,427.0,1111081318.0
1050,40.0,39.0,1111081318.0
1051,552.0,39.0,1111081318.0
1052,195.0,39.0,1111081318.0
1053,427.0,39.0,1111081318.0
1054,546.0,577.0,1111319066.0
1055,541.0,577.0,1111319066.0
1056,231.0,577.0,1111319066.0
1057,40.0,577.0,1111319066.0
1058,7.0,577.0,1111319066.0
1059,557.0,577.0,1111319066.0
1060,207.0,577.0,1111319066.0
1061,80.0,577.0,1111319066.0
1062,29.0,577.0,1111319066.0
1063,30.0,577.0,1111319066.0
1064,31.0,577.0,1111319066.0
1065,577.0,546.0,1111319066.0
1066,541.0,546.0,1111319066.0
1067,231.0,546.0,1111319066.0
1068,40.0,546.0,1111319066.0
1069,7.0,546.0,1111319066.0
1070,557.0,546.0,1111319066.0
1071,207.0,546.0,1111319066.0
1072,80.0,546.0,1111319066.0
1073,29.0,546.0,1111319066.0
1074,30.0,546.0,1111319066.0
1075,31.0,546.0,1111319066.0
1076,577.0,541.0,1111319066.0
1077,546.0,541.0,1111319066.0
1078,231.0,541.0,1111319066.0
1079,40.0,541.0,1111319066.0
1080,7.0,541.0,1111319066.0
1081,557.0,541.0,1111319066.0
1082,207.0,541.0,1111319066.0
1083,80.0,541.0,1111319066.0
1084,29.0,541.0,1111319066.0
1085,30.0,541.0,1111319066.0
1086,31.0,541.0,1111319066.0
1087,577.0,231.0,1111319066.0
1088,546.0,231.0,1111319066.0
1089,541.0,231.0,1111319066.0
1090,40.0,231.0,1111319066.0
1091,7.0,231.0,1111319066.0
1092,557.0,231.0,1111319066.0
1093,207.0,231.0,1111319066.0
1094,80.0,231.0,1111319066.0
1095,29.0,231.0,1111319066.0
1096,30.0,231.0,1111319066.0
1097,31.0,231.0,1111319066.0
1098,577.0,40.0,1111319066.0
1099,546.0,40.0,1111319066.0
1100,541.0,40.0,1111319066.0
1101,231.0,40.0,1111319066.0
1102,7.0,40.0,1111319066.0
1103,557.0,40.0,1111319066.0
1104,207.0,40.0,1111319066.0
1105,80.0,40.0,1111319066.0
1106,29.0,40.0,1111319066.0
1107,30.0,40.0,1111319066.0
1108,31.0,40.0,1111319066.0
1109,577.0,7.0,1111319066.0
1110,546.0,7.0,1111319066.0
1111,541.0,7.0,1111319066.0
1112,231.0,7.0,1111319066.0
1113,40.0,7.0,1111319066.0
1114,557.0,7.0,1111319066.0
1115,207.0,7.0,1111319066.0
1116,80.0,7.0,1111319066.0
1117,29.0,7.0,1111319066.0
1118,30.0,7.0,1111319066.0
1119,31.0,7.0,1111319066.0
1120,577.0,557.0,1111319066.0
1121,546.0,557.0,1111319066.0
1122,541.0,557.0,1111319066.0
1123,231.0,557.0,1111319066.0
1124,40.0,557.0,1111319066.0
1125,7.0,557.0,1111319066.0
1126,207.0,557.0,1111319066.0
1127,80.0,557.0,1111319066.0
1128,29.0,557.0,1111319066.0
1129,30.0,557.0,1111319066.0
1130,31.0,557.0,1111319066.0
1131,577.0,207.0,1111319066.0
1132,546.0,207.0,1111319066.0
1133,541.0,207.0,1111319066.0
1134,231.0,207.0,1111319066.0
1135,40.0,207.0,1111319066.0
1136,7.0,207.0,1111319066.0
1137,557.0,207.0,1111319066.0
1138,80.0,207.0,1111319066.0
1139,29.0,207.0,1111319066.0
1140,30.0,207.0,1111319066.0
1141,31.0,207.0,1111319066.0
1142,577.0,80.0,1111319066.0
1143,546.0,80.0,1111319066.0
1144,541.0,80.0,1111319066.0
1145,231.0,80.0,1111319066.0
1146,40.0,80.0,1111319066.0
1147,7.0,80.0,1111319066.0
1148,557.0,80.0,1111319066.0
1149,207.0,80.0,1111319066.0
1150,29.0,80.0,1111319066.0
1151,30.0,80.0,1111319066.0
1152,31.0,80.0,1111319066.0
1153,577.0,29.0,1111319066.0
1154,546.0,29.0,1111319066.0
1155,541.0,29.0,1111319066.0
1156,231.0,29.0,1111319066.0
1157,40.0,29.0,1111319066.0
1158,7.0,29.0,1111319066.0
1159,557.0,29.0,1111319066.0
1160,207.0,29.0,1111319066.0
1161,80.0,29.0,1111319066.0
1162,30.0,29.0,1111319066.0
1163,31.0,29.0,1111319066.0
1164,577.0,30.0,1111319066.0
1165,546.0,30.0,1111319066.0
1166,541.0,30.0,1111319066.0
1167,231.0,30.0,1111319066.0
1168,40.0,30.0,1111319066.0
1169,7.0,30.0,1111319066.0
1170,557.0,30.0,1111319066.0
1171,207.0,30.0,1111319066.0
1172,80.0,30.0,1111319066.0
1173,29.0,30.0,1111319066.0
1174,31.0,30.0,1111319066.0
1175,577.0,31.0,1111319066.0
1176,546.0,31.0,1111319066.0
1177,541.0,31.0,1111319066.0
1178,231.0,31.0,1111319066.0
1179,40.0,31.0,1111319066.0
1180,7.0,31.0,1111319066.0
1181,557.0,31.0,1111319066.0
1182,207.0,31.0,1111319066.0
1183,80.0,31.0,1111319066.0
1184,29.0,31.0,1111319066.0
1185,30.0,31.0,1111319066.0
1186,231.0,541.0,1111608300.0
1187,7.0,541.0,1111608300.0
1188,207.0,541.0,1111608300.0
1189,80.0,541.0,1111608300.0
1190,29.0,541.0,1111608300.0
1191,541.0,231.0,1111608300.0
1192,7.0,231.0,1111608300.0
1193,207.0,231.0,1111608300.0
1194,80.0,231.0,1111608300.0
1195,29.0,231.0,1111608300.0
1196,541.0,7.0,1111608300.0
1197,231.0,7.0,1111608300.0
1198,207.0,7.0,1111608300.0
1199,80.0,7.0,1111608300.0
1200,29.0,7.0,1111608300.0
1201,541.0,207.0,1111608300.0
1202,231.0,207.0,1111608300.0
1203,7.0,207.0,1111608300.0
1204,80.0,207.0,1111608300.0
1205,29.0,207.0,1111608300.0
1206,541.0,80.0,1111608300.0
1207,231.0,80.0,1111608300.0
1208,7.0,80.0,1111608300.0
1209,207.0,80.0,1111608300.0
1210,29.0,80.0,1111608300.0
1211,541.0,29.0,1111608300.0
1212,231.0,29.0,1111608300.0
1213,7.0,29.0,1111608300.0
1214,207.0,29.0,1111608300.0
1215,80.0,29.0,1111608300.0
1216,231.0,40.0,1111059874.0
1217,40.0,231.0,1111059874.0
1218,207.0,40.0,1111061959.0
1219,40.0,207.0,1111061959.0
1220,14.0,7.0,1111247078.0
1221,27.0,7.0,1111247078.0
1222,541.0,7.0,1111247078.0
1223,546.0,7.0,1111247078.0
1224,166.0,7.0,1111247078.0
1225,39.0,7.0,1111247078.0
1226,552.0,7.0,1111247078.0
1227,40.0,7.0,1111247078.0
1228,427.0,7.0,1111247078.0
1229,557.0,7.0,1111247078.0
1230,52.0,7.0,1111247078.0
1231,444.0,7.0,1111247078.0
1232,68.0,7.0,1111247078.0
1233,586.0,7.0,1111247078.0
1234,77.0,7.0,1111247078.0
1235,463.0,7.0,1111247078.0
1236,207.0,7.0,1111247078.0
1237,469.0,7.0,1111247078.0
1238,602.0,7.0,1111247078.0
1239,231.0,7.0,1111247078.0
1240,503.0,7.0,1111247078.0
1241,507.0,7.0,1111247078.0
1242,7.0,14.0,1111247078.0
1243,27.0,14.0,1111247078.0
1244,541.0,14.0,1111247078.0
1245,546.0,14.0,1111247078.0
1246,166.0,14.0,1111247078.0
1247,39.0,14.0,1111247078.0
1248,552.0,14.0,1111247078.0
1249,40.0,14.0,1111247078.0
1250,427.0,14.0,1111247078.0
1251,557.0,14.0,1111247078.0
1252,52.0,14.0,1111247078.0
1253,444.0,14.0,1111247078.0
1254,68.0,14.0,1111247078.0
1255,586.0,14.0,1111247078.0
1256,77.0,14.0,1111247078.0
1257,463.0,14.0,1111247078.0
1258,207.0,14.0,1111247078.0
1259,469.0,14.0,1111247078.0
1260,602.0,14.0,1111247078.0
1261,231.0,14.0,1111247078.0
1262,503.0,14.0,1111247078.0
1263,507.0,14.0,1111247078.0
1264,7.0,27.0,1111247078.0
1265,14.0,27.0,1111247078.0
1266,541.0,27.0,1111247078.0
1267,546.0,27.0,1111247078.0
1268,166.0,27.0,1111247078.0
1269,39.0,27.0,1111247078.0
1270,552.0,27.0,1111247078.0
1271,40.0,27.0,1111247078.0
1272,427.0,27.0,1111247078.0
1273,557.0,27.0,1111247078.0
1274,52.0,27.0,1111247078.0
1275,444.0,27.0,1111247078.0
1276,68.0,27.0,1111247078.0
1277,586.0,27.0,1111247078.0
1278,77.0,27.0,1111247078.0
1279,463.0,27.0,1111247078.0
1280,207.0,27.0,1111247078.0
1281,469.0,27.0,1111247078.0
1282,602.0,27.0,1111247078.0
1283,231.0,27.0,1111247078.0
1284,503.0,27.0,1111247078.0
1285,507.0,27.0,1111247078.0
1286,7.0,541.0,1111247078.0
1287,14.0,541.0,1111247078.0
1288,27.0,541.0,1111247078.0
1289,546.0,541.0,1111247078.0
1290,166.0,541.0,1111247078.0
1291,39.0,541.0,1111247078.0
1292,552.0,541.0,1111247078.0
1293,40.0,541.0,1111247078.0
1294,427.0,541.0,1111247078.0
1295,557.0,541.0,1111247078.0
1296,52.0,541.0,1111247078.0
1297,444.0,541.0,1111247078.0
1298,68.0,541.0,1111247078.0
1299,586.0,541.0,1111247078.0
1300,77.0,541.0,1111247078.0
1301,463.0,541.0,1111247078.0
1302,207.0,541.0,1111247078.0
1303,469.0,541.0,1111247078.0
1304,602.0,541.0,1111247078.0
1305,231.0,541.0,1111247078.0
1306,503.0,541.0,1111247078.0
1307,507.0,541.0,1111247078.0
1308,7.0,546.0,1111247078.0
1309,14.0,546.0,1111247078.0
1310,27.0,546.0,1111247078.0
1311,541.0,546.0,1111247078.0
1312,166.0,546.0,1111247078.0
1313,39.0,546.0,1111247078.0
1314,552.0,546.0,1111247078.0
1315,40.0,546.0,1111247078.0
1316,427.0,546.0,1111247078.0
1317,557.0,546.0,1111247078.0
1318,52.0,546.0,1111247078.0
1319,444.0,546.0,1111247078.0
1320,68.0,546.0,1111247078.0
1321,586.0,546.0,1111247078.0
1322,77.0,546.0,1111247078.0
1323,463.0,546.0,1111247078.0
1324,207.0,546.0,1111247078.0
1325,469.0,546.0,1111247078.0
1326,602.0,546.0,1111247078.0
1327,231.0,546.0,1111247078.0
1328,503.0,546.0,1111247078.0
1329,507.0,546.0,1111247078.0
1330,7.0,166.0,1111247078.0
1331,14.0,166.0,1111247078.0
1332,27.0,166.0,1111247078.0
1333,541.0,166.0,1111247078.0
1334,546.0,166.0,1111247078.0
1335,39.0,166.0,1111247078.0
1336,552.0,166.0,1111247078.0
1337,40.0,166.0,1111247078.0
1338,427.0,166.0,1111247078.0
1339,557.0,166.0,1111247078.0
1340,52.0,166.0,1111247078.0
1341,444.0,166.0,1111247078.0
1342,68.0,166.0,1111247078.0
1343,586.0,166.0,1111247078.0
1344,77.0,166.0,1111247078.0
1345,463.0,166.0,1111247078.0
1346,207.0,166.0,1111247078.0
1347,469.0,166.0,1111247078.0
1348,602.0,166.0,1111247078.0
1349,231.0,166.0,1111247078.0
1350,503.0,166.0,1111247078.0
1351,507.0,166.0,1111247078.0
1352,7.0,39.0,1111247078.0
1353,14.0,39.0,1111247078.0
1354,27.0,39.0,1111247078.0
1355,541.0,39.0,1111247078.0
1356,546.0,39.0,1111247078.0
1357,166.0,39.0,1111247078.0
1358,552.0,39.0,1111247078.0
1359,40.0,39.0,1111247078.0
1360,427.0,39.0,1111247078.0
1361,557.0,39.0,1111247078.0
1362,52.0,39.0,1111247078.0
1363,444.0,39.0,1111247078.0
1364,68.0,39.0,1111247078.0
1365,586.0,39.0,1111247078.0
1366,77.0,39.0,1111247078.0
1367,463.0,39.0,1111247078.0
1368,207.0,39.0,1111247078.0
1369,469.0,39.0,1111247078.0
1370,602.0,39.0,1111247078.0
1371,231.0,39.0,1111247078.0
1372,503.0,39.0,1111247078.0
1373,507.0,39.0,1111247078.0
1374,7.0,552.0,1111247078.0
1375,14.0,552.0,1111247078.0
1376,27.0,552.0,1111247078.0
1377,541.0,552.0,1111247078.0
1378,546.0,552.0,1111247078.0
1379,166.0,552.0,1111247078.0
1380,39.0,552.0,1111247078.0
1381,40.0,552.0,1111247078.0
1382,427.0,552.0,1111247078.0
1383,557.0,552.0,1111247078.0
1384,52.0,552.0,1111247078.0
1385,444.0,552.0,1111247078.0
1386,68.0,552.0,1111247078.0
1387,586.0,552.0,1111247078.0
1388,77.0,552.0,1111247078.0
1389,463.0,552.0,1111247078.0
1390,207.0,552.0,1111247078.0
1391,469.0,552.0,1111247078.0
1392,602.0,552.0,1111247078.0
1393,231.0,552.0,1111247078.0
1394,503.0,552.0,1111247078.0
1395,507.0,552.0,1111247078.0
1396,7.0,40.0,1111247078.0
1397,14.0,40.0,1111247078.0
1398,27.0,40.0,1111247078.0
1399,541.0,40.0,1111247078.0
1400,546.0,40.0,1111247078.0
1401,166.0,40.0,1111247078.0
1402,39.0,40.0,1111247078.0
1403,552.0,40.0,1111247078.0
1404,427.0,40.0,1111247078.0
1405,557.0,40.0,1111247078.0
1406,52.0,40.0,1111247078.0
1407,444.0,40.0,1111247078.0
1408,68.0,40.0,1111247078.0
1409,586.0,40.0,1111247078.0
1410,77.0,40.0,1111247078.0
1411,463.0,40.0,1111247078.0
1412,207.0,40.0,1111247078.0
1413,469.0,40.0,1111247078.0
1414,602.0,40.0,1111247078.0
1415,231.0,40.0,1111247078.0
1416,503.0,40.0,1111247078.0
1417,507.0,40.0,1111247078.0
1418,7.0,427.0,1111247078.0
1419,14.0,427.0,1111247078.0
1420,27.0,427.0,1111247078.0
1421,541.0,427.0,1111247078.0
1422,546.0,427.0,1111247078.0
1423,166.0,427.0,1111247078.0
1424,39.0,427.0,1111247078.0
1425,552.0,427.0,1111247078.0
1426,40.0,427.0,1111247078.0
1427,557.0,427.0,1111247078.0
1428,52.0,427.0,1111247078.0
1429,444.0,427.0,1111247078.0
1430,68.0,427.0,1111247078.0
1431,586.0,427.0,1111247078.0
1432,77.0,427.0,1111247078.0
1433,463.0,427.0,1111247078.0
1434,207.0,427.0,1111247078.0
1435,469.0,427.0,1111247078.0
1436,602.0,427.0,1111247078.0
1437,231.0,427.0,1111247078.0
1438,503.0,427.0,1111247078.0
1439,507.0,427.0,1111247078.0
1440,7.0,557.0,1111247078.0
1441,14.0,557.0,1111247078.0
1442,27.0,557.0,1111247078.0
1443,541.0,557.0,1111247078.0
1444,546.0,557.0,1111247078.0
1445,166.0,557.0,1111247078.0
1446,39.0,557.0,1111247078.0
1447,552.0,557.0,1111247078.0
1448,40.0,557.0,1111247078.0
1449,427.0,557.0,1111247078.0
1450,52.0,557.0,1111247078.0
1451,444.0,557.0,1111247078.0
1452,68.0,557.0,1111247078.0
1453,586.0,557.0,1111247078.0
1454,77.0,557.0,1111247078.0
1455,463.0,557.0,1111247078.0
1456,207.0,557.0,1111247078.0
1457,469.0,557.0,1111247078.0
1458,602.0,557.0,1111247078.0
1459,231.0,557.0,1111247078.0
1460,503.0,557.0,1111247078.0
1461,507.0,557.0,1111247078.0
1462,7.0,52.0,1111247078.0
1463,14.0,52.0,1111247078.0
1464,27.0,52.0,1111247078.0
1465,541.0,52.0,1111247078.0
1466,546.0,52.0,1111247078.0
1467,166.0,52.0,1111247078.0
1468,39.0,52.0,1111247078.0
1469,552.0,52.0,1111247078.0
1470,40.0,52.0,1111247078.0
1471,427.0,52.0,1111247078.0
1472,557.0,52.0,1111247078.0
1473,444.0,52.0,1111247078.0
1474,68.0,52.0,1111247078.0
1475,586.0,52.0,1111247078.0
1476,77.0,52.0,1111247078.0
1477,463.0,52.0,1111247078.0
1478,207.0,52.0,1111247078.0
1479,469.0,52.0,1111247078.0
1480,602.0,52.0,1111247078.0
1481,231.0,52.0,1111247078.0
1482,503.0,52.0,1111247078.0
1483,507.0,52.0,1111247078.0
1484,7.0,444.0,1111247078.0
1485,14.0,444.0,1111247078.0
1486,27.0,444.0,1111247078.0
1487,541.0,444.0,1111247078.0
1488,546.0,444.0,1111247078.0
1489,166.0,444.0,1111247078.0
1490,39.0,444.0,1111247078.0
1491,552.0,444.0,1111247078.0
1492,40.0,444.0,1111247078.0
1493,427.0,444.0,1111247078.0
1494,557.0,444.0,1111247078.0
1495,52.0,444.0,1111247078.0
1496,68.0,444.0,1111247078.0
1497,586.0,444.0,1111247078.0
1498,77.0,444.0,1111247078.0
1499,463.0,444.0,1111247078.0
1500,207.0,444.0,1111247078.0
1501,469.0,444.0,1111247078.0
1502,602.0,444.0,1111247078.0
1503,231.0,444.0,1111247078.0
1504,503.0,444.0,1111247078.0
1505,507.0,444.0,1111247078.0
1506,7.0,68.0,1111247078.0
1507,14.0,68.0,1111247078.0
1508,27.0,68.0,1111247078.0
1509,541.0,68.0,1111247078.0
1510,546.0,68.0,1111247078.0
1511,166.0,68.0,1111247078.0
1512,39.0,68.0,1111247078.0
1513,552.0,68.0,1111247078.0
1514,40.0,68.0,1111247078.0
1515,427.0,68.0,1111247078.0
1516,557.0,68.0,1111247078.0
1517,52.0,68.0,1111247078.0
1518,444.0,68.0,1111247078.0
1519,586.0,68.0,1111247078.0
1520,77.0,68.0,1111247078.0
1521,463.0,68.0,1111247078.0
1522,207.0,68.0,1111247078.0
1523,469.0,68.0,1111247078.0
1524,602.0,68.0,1111247078.0
1525,231.0,68.0,1111247078.0
1526,503.0,68.0,1111247078.0
1527,507.0,68.0,1111247078.0
1528,7.0,586.0,1111247078.0
1529,14.0,586.0,1111247078.0
1530,27.0,586.0,1111247078.0
1531,541.0,586.0,1111247078.0
1532,546.0,586.0,1111247078.0
1533,166.0,586.0,1111247078.0
1534,39.0,586.0,1111247078.0
1535,552.0,586.0,1111247078.0
1536,40.0,586.0,1111247078.0
1537,427.0,586.0,1111247078.0
1538,557.0,586.0,1111247078.0
1539,52.0,586.0,1111247078.0
1540,444.0,586.0,1111247078.0
1541,68.0,586.0,1111247078.0
1542,77.0,586.0,1111247078.0
1543,463.0,586.0,1111247078.0
1544,207.0,586.0,1111247078.0
1545,469.0,586.0,1111247078.0
1546,602.0,586.0,1111247078.0
1547,231.0,586.0,1111247078.0
1548,503.0,586.0,1111247078.0
1549,507.0,586.0,1111247078.0
1550,7.0,77.0,1111247078.0
1551,14.0,77.0,1111247078.0
1552,27.0,77.0,1111247078.0
1553,541.0,77.0,1111247078.0
1554,546.0,77.0,1111247078.0
1555,166.0,77.0,1111247078.0
1556,39.0,77.0,1111247078.0
1557,552.0,77.0,1111247078.0
1558,40.0,77.0,1111247078.0
1559,427.0,77.0,1111247078.0
1560,557.0,77.0,1111247078.0
1561,52.0,77.0,1111247078.0
1562,444.0,77.0,1111247078.0
1563,68.0,77.0,1111247078.0
1564,586.0,77.0,1111247078.0
1565,463.0,77.0,1111247078.0
1566,207.0,77.0,1111247078.0
1567,469.0,77.0,1111247078.0
1568,602.0,77.0,1111247078.0
1569,231.0,77.0,1111247078.0
1570,503.0,77.0,1111247078.0
1571,507.0,77.0,1111247078.0
1572,7.0,463.0,1111247078.0
1573,14.0,463.0,1111247078.0
1574,27.0,463.0,1111247078.0
1575,541.0,463.0,1111247078.0
1576,546.0,463.0,1111247078.0
1577,166.0,463.0,1111247078.0
1578,39.0,463.0,1111247078.0
1579,552.0,463.0,1111247078.0
1580,40.0,463.0,1111247078.0
1581,427.0,463.0,1111247078.0
1582,557.0,463.0,1111247078.0
1583,52.0,463.0,1111247078.0
1584,444.0,463.0,1111247078.0
1585,68.0,463.0,1111247078.0
1586,586.0,463.0,1111247078.0
1587,77.0,463.0,1111247078.0
1588,207.0,463.0,1111247078.0
1589,469.0,463.0,1111247078.0
1590,602.0,463.0,1111247078.0
1591,231.0,463.0,1111247078.0
1592,503.0,463.0,1111247078.0
1593,507.0,463.0,1111247078.0
1594,7.0,207.0,1111247078.0
1595,14.0,207.0,1111247078.0
1596,27.0,207.0,1111247078.0
1597,541.0,207.0,1111247078.0
1598,546.0,207.0,1111247078.0
1599,166.0,207.0,1111247078.0
1600,39.0,207.0,1111247078.0
1601,552.0,207.0,1111247078.0
1602,40.0,207.0,1111247078.0
1603,427.0,207.0,1111247078.0
1604,557.0,207.0,1111247078.0
1605,52.0,207.0,1111247078.0
1606,444.0,207.0,1111247078.0
