,3600,10800,18000,25200,32400,39600,46800,54000,61200,68400,75600,82800,90000,97200,104400,111600,118800,126000,133200,140400,147600,154800,162000,169200,176400,183600,190800,198000,205200,212400,219600,226800,234000,241200,248400,255600,262800,270000,277200,284400,291600,298800,306000,313200,320400,327600,334800,342000,349200,356400,363600,370800,378000,385200,392400,399600,406800,414000,421200,428400,435600,442800,450000,457200,464400,471600,478800,486000,493200,500400,507600,514800,522000,529200,536400,543600,550800,558000,565200,572400,579600,586800,594000,601200
0,1.9272621703407083e-05,5.449928303641327e-05,8.8973188536919e-05,0.00012344753970453906,0.00015754976598701212,0.00018933724375865454,0.00021842628023347835,0.0002473522972122703,0.00027420376061763435,0.0002998106365232345,0.00032264380592295083,0.00034527047701808183,0.0003678974406402524,0.0003905246967951803,0.0004107079348353489,0.00043010359306004203,0.00044908769733960813,0.0004663681042891092,0.00048360967854442033,0.0005008514757160835,0.0005180934958084471,0.0005353357388258225,0.0005520095570315334,0.0005681747974454568,0.0005843402468665623,0.0006004197086012519,0.0006153738755381721,0.000627230053005153,0.0006390863837695641,0.0006509428678344401,0.0006627995052027417,0.0006746562958774108,0.0006865132398615192,0.0006983703371578979,0.000710227587769637,0.00072208499169966,0.0007339425489509092,0.000745800259526419,0.0007576581234291316,0.0007695161406620262,0.0007813743112281187,0.0007932326351302957,0.0008040790878336793,0.0008148176230522072,0.000824521211031363,0.000834224924489313,0.0008439287634284994,0.0008536327278513464,0.0008633368177603332,0.0008730410331578472,0.0008827453740463675,0.0008924498404282629,0.0009021544323060312,0.0009118591496820779,0.000921563992558827,0.0009312689609387766,0.0009409740548242581,0.0009506792742177694,0.0009603846191217347,0.0009700900895385963,0.0009797956854707968,0.0009895014069207602,0.0009992072538909103,0.0010089132263836713,0.0010186193244015225,0.0010283255479468882,0.0010380318970221551,0.0010477383716297657,0.0010574449717722367,0.0010655341513783705,0.0010720076753575336,0.001078481283061039,0.0010849549744905707,0.0010914287496476827,0.0010979026085339665,0.0011043765511511612,0.00111085057750084,0.001117324687584594,0.001123798881404107,0.0011302731589609334,0.0011367475202567572,0.0011432219652931692,0.0011496964940718353,0.001156171106594328
