community_id,delta,deltadensity
0,3600,0.0034351575578781077
0,10800,0.009855860574676845
0,18000,0.016189508261493842
0,25200,0.02243310656828008
0,32400,0.02853905138677063
0,39600,0.034428081039902886
0,46800,0.03989833168538577
0,54000,0.04520087767424687
0,61200,0.05038871375139929
0,68400,0.05553218682907094
0,75600,0.060400223235746224
0,82800,0.0641402220171699
0,90000,0.06781758556402832
0,97200,0.07143172048425991
0,104400,0.07495472136237884
0,111600,0.07843830782614696
0,118800,0.08191804769631386
0,126000,0.08535658333635437
0,133200,0.08872839510515065
0,140400,0.09197431566624471
0,147600,0.09515082527034717
0,154800,0.09828563530233164
0,162000,0.10134132249056722
0,169200,0.1043940971789303
0,176400,0.10746257201962081
0,183600,0.11053103390381433
0,190800,0.11357379479085268
0,198000,0.11663232598809933
0,205200,0.1197067504178941
0,212400,0.12269399129191381
0,219600,0.1256842286846966
0,226800,0.12869012649654718
0,234000,0.13168798439954416
0,241200,0.13460851712243763
0,248400,0.13754446631663023
0,255600,0.14043994898502998
0,262800,0.14321541978525212
0,270000,0.14596121988740146
0,277200,0.14872166875990275
0,284400,0.15149688394249067
0,291600,0.15424781680036312
0,298800,0.15693330561334012
0,306000,0.15960262685195942
0,313200,0.16222667806494598
0,320400,0.1648351533421772
0,327600,0.1674578095577276
0,334800,0.17009476266849718
0,342000,0.1726903122104252
0,349200,0.17526092504270543
0,356400,0.1776967844839614
0,363600,0.18009958779379737
0,370800,0.1824394662204431
0,378000,0.18479231210335717
0,385200,0.18694028823530162
0,392400,0.18894726589962982
0,399600,0.1909654593412166
0,406800,0.1929949628407347
0,414000,0.19503587173853376
0,421200,0.1970882824495696
0,428400,0.19906479798951057
0,435600,0.2010143119343086
0,442800,0.20297490629164905
0,450000,0.20494667579702627
0,457200,0.20692971626898274
0,464400,0.20887856498640062
0,471600,0.21070275248159842
0,478800,0.2125273499174531
0,486000,0.21436249767437504
0,493200,0.21620828752495133
0,500400,0.2180648123092498
0,507600,0.21987061483158724
0,514800,0.22152632488840676
0,522000,0.22315402956993252
0,529200,0.22479131223231547
0,536400,0.22639905864052068
0,543600,0.22798986797400128
0,550800,0.2295901215430233
0,558000,0.23119990370005875
0,565200,0.23281929980512003
0,572400,0.23444839624084785
0,579600,0.23608728042787214
0,586800,0.2377360408404488
0,594000,0.2393947670223816
0,601200,0.2410635496032331
0,608400,0.24269391551037853
0,615600,0.24431516459083735
0,622800,0.24594633306471061
0,630000,0.2475875122470501
0,637200,0.2492387945771838
0,644400,0.2509002736360721
0,651600,0.2525720441639865
0,658800,0.25425420207851795
0,666000,0.2559468444929216
0,673200,0.2576425438755183
0,680400,0.2592170532619232
0,687600,0.2608014688141569
0,694800,0.2623958843155274
0,702000,0.2640003947369064
0,709200,0.2656150962555864
0,716400,0.26724008627449825
0,723600,0.26887546344179725
0,730800,0.2705213276708265
0,738000,0.27217778016046407
0,745200,0.2736313931952991
0,752400,0.27502086608882115
0,759600,0.276396298317923
0,766800,0.27773142386175703
0,774000,0.2790752790049911
0,781200,0.28042794964500345
0,788400,0.2817895228098294
0,795600,0.2831600866768262
0,802800,0.2845397305917095
0,810000,0.28592854508796844
0,817200,0.2873266219066688
0,824400,0.28867429481926904
0,831600,0.2900163757522822
0,838800,0.2913674977765511
0,846000,0.2927150265499003
0,853200,0.29400910483433307
0,860400,0.29531198982552254
0,867600,0.2966237717300184
0,874800,0.29794454199056475
0,882000,0.2992743933073483
0,889200,0.300613419659688
0,896400,0.30196171632817354
0,903600,0.3033193799172658
0,910800,0.30468650837837064
0,918000,0.30606320103339596
0,925200,0.30744955859880513
0,932400,0.3088456832101798
0,939600,0.31025167844730184
0,946800,0.311623666315744
0,954000,0.3128122175687161
0,961200,0.3140092619701784
0,968400,0.31521489088205723
0,975600,0.3164291969813844
0,982800,0.3176522742840454
0,990000,0.31888421816904416
0,997200,0.3201251254032976
0,1004400,0.321319842030502
0,1011600,0.32249733500047784
0,1018800,0.3236834896779625
0,1026000,0.3248784019898219
0,1033200,0.32608216928466827
0,1040400,0.32729489035929743
0,1047600,0.3285166654857182
0,1054800,0.32974759643879165
0,1062000,0.33098778652449057
0,1069200,0.33223734060880206
0,1076400,0.33349636514728587
0,1083600,0.33476496821530816
0,1090800,0.33604325953896647
0,1098000,0.3373313505267274
0,1105200,0.3386293543017945
0,1112400,0.3399373857352257
0,1119600,0.3412555614798218
0,1126800,0.34258400000480593
0,1134000,0.3439228216313166
0,1141200,0.34527214856873695
0,1148400,0.34663210495188046
0,1155600,0.34800281687906165
0,1162800,0.349384412451071
0,1170000,0.3507770218110845
0,1177200,0.35217819574828635
0,1184400,0.35350393390762364
0,1191600,0.35484036847573897
0,1198800,0.3561876294291895
0,1206000,0.35754584885896434
0,1213200,0.35891516101365406
0,1220400,0.3602957023436873
0,1227600,0.36168761154665524
0,1234800,0.3630910296137649
0,1242000,0.36450609987744503
0,1249200,0.36593296806014725
0,1256400,0.3673717823243687
0,1263600,0.3688226933239399
0,1270800,0.3702858542566089
0,1278000,0.37176142091796516
0,1285200,0.37324955175673913
0,1292400,0.37475040793152165
0,1299600,0.3762641533689442
0,1306800,0.37779095482336444
0,1314000,0.37933098193810305
0,1321200,0.38088440730827905
0,1328400,0.38245140654529175
0,1335600,0.3840321583430001
0,1342800,0.38562684454565427
0,1350000,0.3872356502176285
0,1357200,0.38885876371501715
0,1364400,0.3904963767591482
0,1371600,0.39214868451207613
0,1378800,0.3938158856541149
0,1386000,0.3954981824634799
0,1393200,0.39719578089809965
0,1400400,0.39890889067967306
0,1407600,0.40063772538003956
0,1414800,0.4023825025099383
0,1422000,0.4041434436102373
0,1429200,0.40592077434570506
0,1436400,0.4077147246014172
0,1443600,0.40952552858187763
0,1450800,0.4113534249129469
0,1458000,0.41319865674667206
0,1465200,0.4150437666767398
0,1472400,0.4168179477575277
0,1479600,0.4186091977317081
0,1486800,0.4204177641123874
0,1494000,0.42224389922144195
0,1501200,0.4240878603068724
0,1508400,0.42594990966360957
0,1515600,0.42783031475789407
0,1522800,0.42972934835535204
0,1530000,0.43164728865289576
0,1537200,0.4335844194145854
0,1544400,0.43554103011158674
0,1551600,0.4375174160663749
0,1558800,0.43951387860133123
0,1566000,0.4415307251918922
0,1573200,0.44356826962441376
0,1580400,0.4456268321589209
0,1587600,0.4477067396969181
0,1594800,0.4498083259544496
0,1602000,0.4519319316405982
0,1609200,0.45384641266265363
0,1616400,0.45577858335110344
0,1623600,0.45773132165852276
0,1630800,0.4597049577502472
0,1638000,0.4616998288963441
0,1645200,0.4637162796637544
0,1652400,0.46575466211470057
0,1659600,0.467815336011604
0,1666800,0.46989866902876504
0,1674000,0.47200503697106055
0,1681200,0.4741348239999381
0,1688400,0.47628842286699224
0,1695600,0.4784662351554142
0,1702800,0.48066867152963716
0,1710000,0.48289615199349334
0,1717200,0.48514910615723045
0,1724400,0.4874279735137423
0,1731600,0.4897332037243828
0,1738800,0.4920652569147603
0,1746000,0.4944246039809163
0,1753200,0.4968117269063172
0,1760400,0.4992271190901093
0,1767600,0.5016712856871035
0,1774800,0.5041447439599857
0,1782000,0.5066480236442642
0,1789200,0.5091816673264992
0,1796400,0.5117462308363773
0,1803600,0.5137024309967
0,1810800,0.5152284290089827
0,1818000,0.5167733971010989
0,1825200,0.5183376912184993
0,1832400,0.5199216762677343
0,1839600,0.5215257264002393
0,1846800,0.5231502253069752
0,1854000,0.5247955665244083
0,1861200,0.5264621537523428
0,1868400,0.5281504011841477
0,1875600,0.5298607338499414
0,1882800,0.531593587973335
0,1890000,0.5333494113423604
0,1897200,0.5351286636952473
0,1904400,0.5368039943074692
0,1911600,0.538330134937853
0,1918800,0.5398770556821562
0,1926000,0.5414451838664259
0,1933200,0.5430349586143942
